"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6646","Search field negative test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8549","Auto dropdown visibility test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31644","Footer links test","chromium","2026-08-08","broken","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31704","Login negative scenario test","chromium","2026-08-08","broken","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8561","Main paige working","Mobile Chrome","2026-08-08","passed","2026-08-08","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","11838","Main paige working","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8464","Logo test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31674","Registration link test","chromium","2026-08-08","broken","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","12373","Weather date test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","18653","Nav bar test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31574","Login positive scenario test","chromium","2026-08-08","broken","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","13557","Login button test","chromium","2026-08-08","failed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11943","Search field positive test","chromium","2026-08-08","passed","2026-08-08","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
