"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8549","Search field positive test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7482","Logo test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10932","Login button test","chromium","2026-07-29","failed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31885","Footer links test","chromium","2026-07-29","broken","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","17182","Nav bar test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5882","Auto dropdown visibility test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31663","Login positive scenario test","chromium","2026-07-29","broken","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31881","Login negative scenario test","chromium","2026-07-29","broken","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6943","Main paige working","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31879","Registration link test","chromium","2026-07-29","broken","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6116","Main paige working","Mobile Chrome","2026-07-29","passed","2026-07-29","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","5205","Search field negative test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7492","Weather date test","chromium","2026-07-29","passed","2026-07-29","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
