"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14844","Nav bar test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31608","Login negative scenario test","chromium","2026-06-30","broken","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10033","Main paige working","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7830","Auto dropdown visibility test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6234","Logo test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6165","Main paige working","Mobile Chrome","2026-06-30","passed","2026-06-30","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","12880","Login button test","chromium","2026-06-30","failed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31686","Footer links test","chromium","2026-06-30","broken","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31738","Login positive scenario test","chromium","2026-06-30","broken","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31787","Registration link test","chromium","2026-06-30","broken","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10013","Search field positive test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10751","Weather date test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4553","Search field negative test","chromium","2026-06-30","passed","2026-06-30","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
