"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16341","Nav bar test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6209","Search field negative test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31712","Registration link test","chromium","2026-09-05","broken","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11975","Login button test","chromium","2026-09-05","failed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11229","Search field positive test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7651","Auto dropdown visibility test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31772","Footer links test","chromium","2026-09-05","broken","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31907","Login negative scenario test","chromium","2026-09-05","broken","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31668","Login positive scenario test","chromium","2026-09-05","broken","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7633","Main paige working","Mobile Chrome","2026-09-05","passed","2026-09-05","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","7594","Logo test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","13409","Weather date test","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9759","Main paige working","chromium","2026-09-05","passed","2026-09-05","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
