"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31444","Registration link test","chromium","2026-09-03","broken","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6904","Auto dropdown visibility test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11214","Search field positive test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31383","Login positive scenario test","chromium","2026-09-03","broken","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9252","Weather date test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31522","Login negative scenario test","chromium","2026-09-03","broken","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6249","Search field negative test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31547","Footer links test","chromium","2026-09-03","broken","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10986","Main paige working","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","15881","Nav bar test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6983","Logo test","chromium","2026-09-03","passed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","12162","Login button test","chromium","2026-09-03","failed","2026-09-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7955","Main paige working","Mobile Chrome","2026-09-03","passed","2026-09-03","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
