"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31740","Registration link test","chromium","2026-07-26","broken","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","18115","Nav bar test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7297","Logo test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31908","Footer links test","chromium","2026-07-26","broken","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6058","Search field negative test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","12487","Search field positive test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31645","Login positive scenario test","chromium","2026-07-26","broken","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","14958","Weather date test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","10769","Main paige working","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8246","Auto dropdown visibility test","chromium","2026-07-26","passed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8646","Main paige working","Mobile Chrome","2026-07-26","passed","2026-07-26","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","31706","Login negative scenario test","chromium","2026-07-26","broken","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","14536","Login button test","chromium","2026-07-26","failed","2026-07-26","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
