"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31672","Footer links test","chromium","2026-07-31","broken","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31869","Login negative scenario test","chromium","2026-07-31","broken","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31744","Login positive scenario test","chromium","2026-07-31","broken","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31841","Registration link test","chromium","2026-07-31","broken","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7598","Main paige working","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5190","Search field negative test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7663","Weather date test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","15765","Nav bar test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6094","Main paige working","Mobile Chrome","2026-07-31","passed","2026-07-31","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","7982","Logo test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5695","Auto dropdown visibility test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7663","Search field positive test","chromium","2026-07-31","passed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11041","Login button test","chromium","2026-07-31","failed","2026-07-31","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
