"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7642","Logo test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8701","Main paige working","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","15841","Nav bar test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5406","Search field negative test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31884","Footer links test","chromium","2026-08-21","broken","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11346","Login button test","chromium","2026-08-21","failed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8246","Weather date test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31932","Registration link test","chromium","2026-08-21","broken","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8999","Search field positive test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6726","Auto dropdown visibility test","chromium","2026-08-21","passed","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31807","Login positive scenario test","chromium","2026-08-21","broken","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31924","Login negative scenario test","chromium","2026-08-21","broken","2026-08-21","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7424","Main paige working","Mobile Chrome","2026-08-21","passed","2026-08-21","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
