"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10698","Main paige working","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7043","Logo test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8233","Main paige working","Mobile Chrome","2026-07-03","passed","2026-07-03","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","11538","Weather date test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8208","Auto dropdown visibility test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5682","Search field negative test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31830","Footer links test","chromium","2026-07-03","broken","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","16183","Nav bar test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","13985","Login button test","chromium","2026-07-03","failed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","12801","Search field positive test","chromium","2026-07-03","passed","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31530","Login positive scenario test","chromium","2026-07-03","broken","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31677","Login negative scenario test","chromium","2026-07-03","broken","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31741","Registration link test","chromium","2026-07-03","broken","2026-07-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
