"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31839","Registration link test","chromium","2026-08-16","broken","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11498","Login button test","chromium","2026-08-16","failed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","17263","Nav bar test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8685","Search field positive test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31790","Footer links test","chromium","2026-08-16","broken","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4721","Search field negative test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6250","Main paige working","Mobile Chrome","2026-08-16","passed","2026-08-16","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","7787","Weather date test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31820","Login negative scenario test","chromium","2026-08-16","broken","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31845","Login positive scenario test","chromium","2026-08-16","broken","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6319","Auto dropdown visibility test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9168","Main paige working","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6183","Logo test","chromium","2026-08-16","passed","2026-08-16","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
